GeneSymbol	D3_ISO7_IEL_1	D3_ISO7_IEL_2	D4_ISO7_IEL_1	D4_ISO7_IEL_2
ENSG00000241204	0	0	0	0
SSX18P_ENSG00000241207	0	0	0	0
IQCJ-SCHIP1-AS1	0	0	0	0
LINC02024	0	0	0	0
SNAPC5P1_ENSG00000241216	506.69	0	0	0
RN7SL809P_ENSG00000241217	0	0	0	0
CSP2_ENSG00000241218	0	0	0	0
AC078785.2	0	76.62	0	0
AC078788.1	0	0	0	0
MTND4LP17_ENSG00000241221	0	0	0	0
RN7SL39P_ENSG00000241223	0	0	0	0
C3orf85	0	0.2	0	0
NMTRS-TGA3-1_ENSG00000241225	0	0	0	0
RN7SL836P_ENSG00000241226	0	0	0	0
RN7SL553P_ENSG00000241227	0	0	0	0
RPL12P31_ENSG00000241228	0	0	0	0
RN7SL443P_ENSG00000241229	0	0	0	0
RN7SL801P_ENSG00000241230	0	0	0	0
ENSG00000241231	0	0	0	0
KRTAP5-8	0	0	0	0
KRTAP4-16	0	0	0	0
RN7SL629P_ENSG00000241243	0	0	0	0
IGKV1D-16	0	0	0	0
RN7SL302P_ENSG00000241246	0	0	0	0
RN7SL727P_ENSG00000241248	0	0	0	0
RPL17P20_ENSG00000241250	0	0	0	0
ENSG00000241251	0	0	0	0
ENSG00000241255	0	0	0	0
ENSG00000241257	0	0	0	0
CRCP	280.71	0	0	0
RPL17P19_ENSG00000241261	0	0	0	0
ENSG00000241269	0	0	0	0
ENPP7P4_ENSG00000241278	0	0	0	0
ENSG00000241280	0	0	0	0
RPL31P26_ENSG00000241281	0	0	0	0
RPL34P33_ENSG00000241282	0	0	0	0
RPL29P25_ENSG00000241286	0	0	0	0
LINC02614	0	0	0	0
RN7SL791P_ENSG00000241291	0	0	0	0
PPATP1_ENSG00000241293	0	0	0	0
IGKV2-24	0	0	0	0
ZBTB20-AS2	0	0	0	0
ACTG1P13_ENSG00000241305	92.81	0	0	0
RPL7AP24_ENSG00000241307	0	0	0	0
WWTR1-AS1	0.13	33.33	0	0
SUCLG2-AS1	14.03	0	0	0
ENSG00000241317	0	0	0	0
WDR82P2_ENSG00000241318	0	0	0	0
SETP6_ENSG00000241319	0	0	0	0
CDRT1	0	0	0	0
ENSG00000241324	0	0	0	0
ENSG00000241326	0	0	0	0
LINC02070	0	0	0	0
RN7SL385P_ENSG00000241333	0	0	0	0
RPL35AP33_ENSG00000241334	0	0	0	0
LINC01487	0	0	0	0
RPL36A	1272.48	1191.05	0	45.55
RPL21P47_ENSG00000241344	0	0	0	0
ENSG00000241345	0	0	0	0
SNRPCP11_ENSG00000241346	0	0	0	0
RN7SL466P_ENSG00000241347	0	0	0	0
PMS2P11_ENSG00000241350	0	0	0	0
IGKV3-11	0	0	0	0
ENSG00000241352	0	0	0	0
PPP1R2P4_ENSG00000241353	0	71.52	0	0
ENSG00000241354	0	0	0	0
OR5G3_ENSG00000241356	0	0	0	0
ENSG00000241357	0	0	0	0
ENSG00000241358	0	0	0	0
SYNPR-AS1	0	0	0	0
PDXP	0	0	0	0
SLC25A24P1_ENSG00000241361	0	0	0	0
RPL36AP43_ENSG00000241362	0	166.96	0	0
RPL7AP23_ENSG00000241367	0	0	0	0
LINC01192	0	0	0	0
RPP21	0	0	0	0
LINC01997	0	0	0	0
ENSG00000241385	0	0	0	0
HNF1A-AS1	0	0	0	0
RN7SL234P_ENSG00000241391	0	0	0	0
RN7SL205P_ENSG00000241392	0	0	0	0
RN7SL344P_ENSG00000241395	0	0	0	0
LINC00903	0	0	0	0
CD302	0	8.92	0	0
RPL31P21_ENSG00000241400	0	0	0	0
EGFL8	0	0	0	0
RN7SL515P_ENSG00000241406	0	0	0	0
ENSG00000241409	0	26.18	0	0
ENSG00000241411	0	0	0	0
RN7SL441P_ENSG00000241413	0	0	0	0
KRT8P13_ENSG00000241416	0	0	0	0
MCRIP2P1_ENSG00000241418	0	0	0	0
RN7SL505P_ENSG00000241420	0	0	0	0
RPL21P103_ENSG00000241423	0	0	0	0
EEF1A1P25_ENSG00000241429	0	0	0	0
RPL37P6_ENSG00000241431	0	0	0	0
ENSG00000241434	0	0	0	0
CRIPTOP6_ENSG00000241438	0	0	0	0
FBRSL1P1_ENSG00000241439	0	0	0	0
ENSG00000241449	0	0	0	0
RPS27P22_ENSG00000241451	0	0	0	0
ENSG00000241456	0	0	0	0
PLSCR5-AS1	0	0	0	0
RPL7P19_ENSG00000241458	0	0	0	0
RN7SL182P_ENSG00000241461	0	0	0	0
ENSG00000241462	0	0	0	0
RPL39P38_ENSG00000241464	0	0	0	0
ATP5MF	158.33	98.33	0	0
LINC00635	0	0	0	0
PTPRG-AS1	17.71	0	0	0
ACTBP16_ENSG00000241473	0	0	0	0
ENSG00000241475	0	0	0	0
SSX2	0	0	0	0
HSPA8P9_ENSG00000241478	0.99	0	0	0
AC074033.1	0	0	0	0
ARHGAP8	0	0	0	0
RN7SL586P_ENSG00000241487	0	0	0	0
ENSG00000241489	0	0	0	0
ENSG00000241490	0	0	0	0
ENSG00000241493	0	0	0	0
ENSG00000241494	0	0	0	0
RPL36AP4_ENSG00000241499	0	0	0	0
ENSG00000241505	0	0	0	0
PSMC1P1_ENSG00000241506	0	2.63	0	0
RPS15AP24_ENSG00000241511	0	0	0	0
ENSG00000241520	0	0	0	0
RN7SL632P_ENSG00000241524	0	0	0	0
ENSG00000241525	0	0	0	0
ENSG00000241526	0	0	0	0
CA15P1_ENSG00000241527	0	0	0	0
RN7SL767P_ENSG00000241529	0	0	0	0
AGGF1P3_ENSG00000241532	0	28.67	0	0
CBX5P1_ENSG00000241535	0	0	0	0
U2SURPP1_ENSG00000241537	0	0	0	0
ENSG00000241539	0	0	0	0
RN7SL369P_ENSG00000241542	0	0	0	0
LINC02029	0	0	0	0
RFKP3_ENSG00000241546	0	0	0	0
ACTG1P20_ENSG00000241547	0	0	0	0
GUSBP2_ENSG00000241549	0	0	0	0
RN7SL41P_ENSG00000241550	0	0	0	0
RN7SL58P_ENSG00000241552	0	0	0	0
ARPC4	120.55	328.25	0	0
RPL29P26_ENSG00000241556	0	0	0	0
ZBTB20-AS1	0	0	0	0
RPL7P5_ENSG00000241562	0	0	0	0
CORT	0	0	0	0
IGKV2D-24	0	0	0	0
RN7SL338P_ENSG00000241568	1172.91	962.96	0	0
PAQR9-AS1	0	0	0	0
ATP5F1AP7_ENSG00000241571	0	0	0	0
PRICKLE2-AS1	0	0	0	0
ENSG00000241573	0	0	0	0
ENSG00000241577	0	0	0	0
RPL23AP8_ENSG00000241582	0	0	0	0
RN7SL482P_ENSG00000241587	0	0	0	0
RN7SL484P_ENSG00000241588	0	0	0	0
RPL17P37_ENSG00000241590	0	0	0	0
ENSG00000241592	0	0	0	0
ENSG00000241593	0	0	0	0
KRTAP9-4	0	0	0	0
ENSG00000241596	0	0	0	0
ENSG00000241597	0	0	0	0
KRTAP5-4	0	20.95	0	0
ENSG00000241599	0	0	0	0
RN7SL340P_ENSG00000241604	0	0	0	0
FTH1P28_ENSG00000241607	0	0	0	0
RPL21P46_ENSG00000241612	0	0	0	0
RN7SL618P_ENSG00000241613	0	0	0	0
GOLGA2P6_ENSG00000241621	0	0	0	0
RARRES2P1_ENSG00000241622	0	0	0	0
RN7SL18P_ENSG00000241625	0	0	0	0
UBQLN4P1_ENSG00000241627	0	0.45	0	0
RN7SL316P_ENSG00000241631	0	0	0	0
RPL13P8_ENSG00000241634	0	0	0	0
UGT1A1	0	0	0	0
LINC01323	0	0	0	0
RPL21P113_ENSG00000241640	0	0	0	0
RPS23P6_ENSG00000241641	0	0	0	0
INMT	0	0	0	0
CADM2-AS2	0	0	0	0
RPL15P8_ENSG00000241651	0	0	0	0
RN7SL253P_ENSG00000241652	0	0	0	0
RPL19P18_ENSG00000241654	0	0	0	0
UBA52P7_ENSG00000241656	0	0	0	0
TRBV11-2	0	0	0	0
PPP1R2P6_ENSG00000241661	0	0	0	0
RN7SL418P_ENSG00000241665	0	0	0	0
ENSG00000241666	0	0	0	0
ENSG00000241667	0	0	0	0
RPL19P11_ENSG00000241668	0	376.98	0	0
LINC01327	0	0	0	0
KIAA1328P1_ENSG00000241671	0	0	0	0
RPS27P12_ENSG00000241673	0	0	0	0
RPL21P94_ENSG00000241678	0	0	0	0
ENSG00000241679	0	0	0	0
RPL31P49_ENSG00000241680	0	0	0	0
ADAMTS9-AS2	0	0.2	0	0
ARPC1A	0	0	0	0
ENSG00000241690	0	0	0	0
RN7SL704P_ENSG00000241693	0	0	0	0
GM2AP1_ENSG00000241695	0	0	0	0
LINC02053	0	0	0	0
TMEFF1	0	0	0	0
RN7SL265P_ENSG00000241709	0	0	0	0
VWFP1_ENSG00000241717	0	0	0	0
ENSG00000241720	0	0	0	0
SUMO1P1_ENSG00000241721	0	0	0	0
RPL36AP23_ENSG00000241722	0	0	0	0
RPL15P6_ENSG00000241723	0	0	0	0
ENSG00000241728	0	0	0	0
FABP5P3_ENSG00000241735	0	0	0	0
ZNF90P1_ENSG00000241738	0	0	0	0
RPL21P56_ENSG00000241739	0	0	0	0
RPL7AP30_ENSG00000241741	0	0	0	0
XACT	1.73	0.95	0	0
ENSG00000241744	0	0	0	0
RN7SL788P_ENSG00000241745	0	0	0	0
RPL13AP18_ENSG00000241746	0	0	0	0
RPSAP52_ENSG00000241749	0	0	0	0
ENSG00000241754	0	0	0	0
IGKV1-9	0	0	0	0
RN7SL83P_ENSG00000241756	0	0	0	0
RN7SL714P_ENSG00000241757	0	0	0	0
AC002467.1	0	0	0	0
RPS26P45_ENSG00000241765	0	0	0	0
LINC01324	0	0	0	0
LINC00893	0	0	0	0
ENSG00000241770	0	0	0	0
ENSG00000241772	0	0	0	0
TMEM183AP5_ENSG00000241776	0	0	0	0
ENSG00000241777	0	0	0	0
RPL21P95_ENSG00000241782	0	0	0	0
RN7SL390P_ENSG00000241785	0	0	0	0
MTND4P16_ENSG00000241787	37.09	0	0	0
COX6B1P2_ENSG00000241788	0	0	0	0
RN7SL504P_ENSG00000241789	0	0	0	0
ENO1P4_ENSG00000241790	0	0	0	0
RN7SL817P_ENSG00000241791	0	0	0	0
ENSG00000241792	0	0	0	0
SPRR2A	0	0	0	0
SNRPB2P1_ENSG00000241804	0	0	0	0
RN7SL319P_ENSG00000241807	0	0	0	0
RPS15AP34_ENSG00000241808	0	0	0	0
RPL17P21_ENSG00000241809	0	0	0	0
HMGN2P13_ENSG00000241810	0	0	0	0
RBBP4P7_ENSG00000241815	0	0	0	0
AC123768.1	0	0	0	0
RN7SL170P_ENSG00000241821	0	0	0	0
RPL7P42_ENSG00000241825	0	0	0	0
ENSG00000241828	0	0	0	0
RPL21P54_ENSG00000241829	0	0	0	0
CECR3	0	0	0	0
RN7SL149P_ENSG00000241834	0	0	0	0
ATP5PO	514.8	27.19	0	0
ENSG00000241838	0	0	0	0
PLEKHO2	20.25	0	0	0
ENSG00000241846	0	0	0	0
C8orf58	0	0	0	0
RPL31P24_ENSG00000241853	0	0	0	0
ANOS2P_ENSG00000241859	0	0	0	0
ENSG00000241860	0	57.09	7832.99	0
GAPDHP50_ENSG00000241861	0	0	0	0
RN7SL401P_ENSG00000241866	0	0	0	0
RN7SL434P_ENSG00000241868	0	0	0	0
RN7SL363P_ENSG00000241869	0	0	0	0
ENSG00000241870	0	0	0	0
TOMM22P6_ENSG00000241874	0	0	0	0
ENSG00000241877	0	0	0	0
PISD	14.74	0	0	0
KLF3P2_ENSG00000241879	0	0	0	0
ENSG00000241881	0	0	0	0
ENSG00000241882	0	0	0	0
ENSG00000241884	0	0	0	0
ENSG00000241886	0	0	0	0
RPSAP37_ENSG00000241888	0	0	0	0
CTDNEP1P1_ENSG00000241889	0	0	0	0
RPL13P4_ENSG00000241890	0	0	0	0
RPL9P6_ENSG00000241891	0	0	0	0
TPT1P3_ENSG00000241899	0	0	0	0
NDUFS6P1_ENSG00000241905	0	0	0	0
RPS20P4_ENSG00000241907	0	0	0	0
TRBVB	0	0	0	0
ENSG00000241912	0	0	0	0
RPS29P21_ENSG00000241913	0	0	0	0
ENSG00000241917	0	0	0	0
ENSG00000241921	0	0	0	0
RPL14P3_ENSG00000241923	0	0	0	0
MTCO1P55_ENSG00000241926	0	0	0	0
WDR70P1_ENSG00000241929	0	0	0	0
RPL35AP34_ENSG00000241932	0	0	0	0
DENND6A-DT	0	0	0	0
HOGA1	0	0	0	0
RN7SL517P_ENSG00000241939	0	0	0	0
RPL32P26_ENSG00000241941	0	0	0	0
RPS20P20_ENSG00000241942	0	0	0	0
RN7SL188P_ENSG00000241943	0	0	0	0
PWP2	0	0	0	0
PSMG3P1_ENSG00000241946	0	0	0	0
HNRNPA1P24_ENSG00000241947	0	0	0	0
RPL29P23_ENSG00000241950	0	0	0	0
ENSG00000241954	0	0	0	0
AC109466.1	0	0	0	0
RN7SL76P_ENSG00000241959	0	0	0	0
RPL17P31_ENSG00000241961	0	0	0	0
ENSG00000241962	0	0	0	0
RN7SL655P_ENSG00000241963	0	0	0	0
RN7SL135P_ENSG00000241964	0	0	0	0
RPS2P25_ENSG00000241965	0	0	0	0
PI4KA	0	7.88	0	0
ELOCP19_ENSG00000241975	0	0	0	0
RPL21P49_ENSG00000241981	0	0	0	0
RN7SL566P_ENSG00000241983	0	0	0	0
RPL7AP2_ENSG00000241984	0	0	0	0
WWTR1-IT1	0	0	0	0
PRR34-AS1	0	0	0	0
ENSG00000241991	0	0	0	0
RN7SL831P_ENSG00000241992	0	0	0	0
RPL38P1_ENSG00000241993	0	0	0	0
RN7SL323P_ENSG00000241997	0	0	0	0
MYLKP2_ENSG00000242001	0	0	0	0
ENSG00000242009	0	0	0	0
ENSG00000242012	0	0	0	0
RN7SL26P_ENSG00000242014	0	0	0	0
ALG1L15P_ENSG00000242017	0	0	0	0
KIR3DL3	0	0	0	0
RN7SL68P_ENSG00000242020	0	0	0	0
ENSG00000242021	0	0	0	0
HYPK	173.29	143.71	537.83	0
ENSG00000242029	0	0	0	0
ENSG00000242034	0	0	0	0
CYCSP56_ENSG00000242036	0	0	0	0
RPL35AP28_ENSG00000242041	0	0	0	0
LINC01743	0	0	0	0
AC093583.1	0	0	0	0
DNAJB8-AS1	0	0	0	0
RPL10P7_ENSG00000242052	0	0	0	0
RPS4XP19_ENSG00000242058	0	0	0	0
RPS3AP49_ENSG00000242060	0	0	0	0
ENSG00000242061	0	0	0	0
MARK2P6_ENSG00000242062	0	0	0	0
RN7SL291P_ENSG00000242065	0	0	0	0
RN7SL214P_ENSG00000242066	0	0	0	0
RPL9P28_ENSG00000242067	0	0	0	0
RNF13P1_ENSG00000242068	0	0	0	0
NPM1P17_ENSG00000242070	0	0	0	0
RPL7AP6_ENSG00000242071	0	1.34	0	0
ENSG00000242072	0	0	0	0
ENSG00000242073	0	0	0	0
IGKV1-33	0	0	0	0
ENSG00000242078	0	0	0	0
RN7SL318P_ENSG00000242079	0	0	0	0
RPL36AP20_ENSG00000242080	0	0	0	0
SLC5A4-AS1	0	0	0	0
RPL7AP31_ENSG00000242083	0	0	0	0
RPS20P33_ENSG00000242085	0	0	0	0
MUC20-OT1_ENSG00000242086	180.37	159.4	0	203.39
RPL36AP41_ENSG00000242087	0	0	0	0
RPS27P2_ENSG00000242088	0	0	0	0
FOXP1-IT1	0	0	0	0
ENSG00000242097	0	0	0	0
RPL9P32_ENSG00000242100	0	0	0	0
RN7SL416P_ENSG00000242101	0	0	0	0
RN7SL152P_ENSG00000242102	0	0	0	0
ARPC1AP1_ENSG00000242103	0	0	0	0
ENSG00000242104	0	0	0	0
LINC01100	0	0	0	0
NPM1P23_ENSG00000242109	0	0	0	0
AMACR	0	6.13	0	0
TOPORSLP_ENSG00000242111	0	0	0	0
RN7SL124P_ENSG00000242113	0	0	0	0
MTFP1	0	0	0	0
RN7SL201P_ENSG00000242118	0	0	0	0
ENSG00000242119	0	0	0	0
MDFIC2	0	0	0	0
RN7SL267P_ENSG00000242121	0	0	0	0
RPL36AP47_ENSG00000242123	0	0	0	0
SNHG3	55.2	68.31	0	104.72
RPL5P13_ENSG00000242134	0	0	0	0
RPL17P2_ENSG00000242135	0	0	0	0
ENSG00000242136	0	0	0	0
RPL11P5_ENSG00000242137	0	239.56	0	0
MATR3P2_ENSG00000242140	0	0	0	0
SERBP1P3_ENSG00000242142	0	0	0	0
ENSG00000242145	0	0	0	0
LINC02657	0	0	0	0
DYNLL1P5_ENSG00000242151	0	0	0	0
ENSG00000242152	0	0	0	0
OFD1P6Y_ENSG00000242153	0	0	0	0
ENSG00000242154	0	0	0	0
ENSG00000242156	0	0	0	0
RN7SL361P_ENSG00000242158	0	0	0	0
ABCF2P1_ENSG00000242159	0	0	0	0
ENSG00000242162	0	0	0	0
ENSG00000242163	0	0	0	0
RN7SL222P_ENSG00000242165	0	0	0	0
RPL7AP27_ENSG00000242169	0	0	0	0
RN7SL329P_ENSG00000242170	703.52	0	0	0
ARHGDIG	0	0	0	0
RN7SL127P_ENSG00000242175	0	0	0	0
RPL39P31_ENSG00000242176	0	0	0	0
MTND4P17_ENSG00000242178	0	0	0	0
RN7SL745P_ENSG00000242182	0	0	0	0
ENSG00000242186	0	0	0	0
ENSG00000242190	0	0	0	0
CRYZL2P_ENSG00000242193	0	0	0	0
SRRM1P2_ENSG00000242195	0	0	0	0
ENSG00000242197	0	0	0	0
ENSG00000242198	0	0	0	0
RPS26P22_ENSG00000242199	0	0	0	0
RN7SL215P_ENSG00000242201	0	0	0	0
RPS26P35_ENSG00000242206	0	0	0	0
HOXB-AS4	0	0	0	0
RPL5P29_ENSG00000242208	0	0	0	0
RPL32P12_ENSG00000242209	0	0	0	0
MTND3P6_ENSG00000242214	0	0	0	0
RN7SL97P_ENSG00000242216	0	0	0	0
TCP10L	0	0	0	0
PSG2	0	0	0	0
SDHBP1_ENSG00000242222	0	0	0	0
RPS3AP14_ENSG00000242229	0	0	0	0
RN7SL594P_ENSG00000242236	0	0	0	0
RN7SL306P_ENSG00000242241	0	0	0	0
NECTIN3-AS1	0	0	0	0
ATP5MC1P3_ENSG00000242244	0	0	0	0
ENSG00000242246	0	0	0	0
ARFGAP3	8.17	0	0	26.22
RPL7AP57_ENSG00000242248	0	0	0	0
RN7SL20P_ENSG00000242251	0	0	0	0
BGLAP	0	39.35	0	0
RPL39P34_ENSG00000242255	0	0	0	0
RN7SL57P_ENSG00000242256	0	0	0	0
LINC00996	0	0	0	0
C22orf39	0	0	0	0
ENSG00000242261	114.99	5.82	0	0
RPL15P7_ENSG00000242262	0	0	0	0
PEG10	13.34	0	0	0
RN7SL456P_ENSG00000242266	0	0	0	0
SKINT1L_ENSG00000242267	0	0	0	0
LINC02082	0	24.12	0	0
AK2P2_ENSG00000242272	0	0	0	0
RPL5P3_ENSG00000242276	0	0	0	0
RPS3AP48_ENSG00000242278	0	0	0	0
RPL7AP54_ENSG00000242279	0	0	0	0
SLC16A1P1_ENSG00000242280	0	0	0	0
RN7SL159P_ENSG00000242281	0	0	0	0
ENSG00000242282	0	0	0	0
RPL6P8_ENSG00000242285	0	0	0	0
BMS1P4-AGAP5_ENSG00000242288	0	0	0	0
ZBTB20-AS5	0	0	0	0
RPL36AP51_ENSG00000242291	0	0	0	0
ENSG00000242292	0	0	0	0
RPS29P1_ENSG00000242293	0	0	0	0
STAG3L5P_ENSG00000242294	0	0	0	0
ENSG00000242295	0	0	0	0
DEFB109A_ENSG00000242296	0	0	0	0
RPS18P5_ENSG00000242299	1.07	0	0	0
RPS26P52_ENSG00000242307	0	0	0	0
MAT2AP1_ENSG00000242308	0	0	0	0
RPL12P32_ENSG00000242314	0	0	0	0
RN7SL685P_ENSG00000242315	0	0	0	0
ENSG00000242317	0	0	0	0
RPL21P48_ENSG00000242318	180.52	0	0	0
RPL21P126_ENSG00000242320	0	0	0	0
RPL23AP40_ENSG00000242321	0	0	0	0
ENSG00000242324	0	0	0	0
RPS12P31_ENSG00000242325	0	0	0	0
MCUR1P2_ENSG00000242326	0	0	0	0
ENSG00000242327	0	0	0	0
ENSG00000242329	0	0	0	0
RN7SL683P_ENSG00000242330	0	0	0	0
INHCAP_ENSG00000242337	0	0	0	0
BMS1P4_ENSG00000242338	0	0	0	0
LINC02025	0	0	0	0
RN7SL646P_ENSG00000242341	0	0	0	0
RN7SL561P_ENSG00000242348	0	0	0	0
FAM91A3P_ENSG00000242352	0	0	0	0
RPL12P30_ENSG00000242353	0	0	0	0
RPS21P4_ENSG00000242358	0	0	0	0
RN7SL272P_ENSG00000242360	0	0	0	0
CT47A2	0	0	0	0
PRDX5P1_ENSG00000242364	0	0	0	0
NDUFA5P5_ENSG00000242365	0	0	0	0
UGT1A8	0.34	0	0	0
KCNAB1-AS1	0	0	0	0
IGKV1-39	0	0	0	0
EIF6	35.61	24.96	0	0
ENSG00000242375	0	0	0	0
RN7SL741P_ENSG00000242381	0	0	0	0
LINC00901	24.88	0.29	0	0
H2AC3P_ENSG00000242387	0	0	0	0
RBMY1E	0	0	0	0
RPL6P9_ENSG00000242390	0	0	0	0
ENSG00000242391	0	0	0	0
ENSG00000242393	0	0	0	0
RN7SL800P_ENSG00000242398	0	0	0	0
RPS20P23_ENSG00000242399	0	0	0	0
RPL21P100_ENSG00000242405	0	0	0	0
ENSG00000242407	0	0	0	0
ENSG00000242411	0	0	0	0
DBIL5P2_ENSG00000242412	0	0	0	0
RPL18P1_ENSG00000242417	0	0	0	0
PCDHGC4	0	0	0	0
RPL12P36_ENSG00000242423	0	0	0	0
C3orf67-AS1	0	0	0	0
RN7SL274P_ENSG00000242430	0	0	0	0
RPL21P52_ENSG00000242431	0	0	0	0
UPK3BP1_ENSG00000242435	0	0	0	0
RN7SL789P_ENSG00000242436	0	0	0	0
ENSG00000242439	0	0	0	0
LINC02046	0	0	0	0
GTF2A1L	0	0	0	0
ENSG00000242444	0	0	0	0
RPL7AP11_ENSG00000242445	0	0	0	0
MTCO3P38_ENSG00000242456	0	0	0	0
RBBP4P2_ENSG00000242457	0	0	0	0
RPS15AP32_ENSG00000242461	0	0	0	0
IGHJ5	0	0	0	0
KIR2DP1_ENSG00000242473	0	0	0	0
AC093627.5	15.6	0	0	0
ENSG00000242477	0	0	0	0
EIF2AK1P1_ENSG00000242479	0	0	0	0
RN7SL392P_ENSG00000242482	0	0	0	0
RN7SL293P_ENSG00000242483	0	0	0	0
MRPL20	38.68	0	0	0
ENSG00000242488	0	0	0	0
RN7SL37P_ENSG00000242493	0	0	0	0
ARPIN	7.44	0	0	0
ENSG00000242507	0	0	0	0
RN7SL156P_ENSG00000242509	0	0	0	0
NDUFB4P1_ENSG00000242510	0	0	0	0
LINC01206	4.51	0	0	38.27
UGT1A10	0	4.77	0	0
LINC00960	0	0	0	0
MAGEA5P_ENSG00000242520	0	0	0	0
KLHL6-AS1	0	0	0	0
OR2U2P_ENSG00000242524	0	0	0	0
OR7E100P_ENSG00000242525	0	0	0	0
ENSG00000242527	0	0	0	0
AHCYP8_ENSG00000242529	0	0	0	0
ENSG00000242531	0	0	0	0
IGKV2D-28	0	0	0	0
ENSG00000242536	0	0	0	0
MRE11P1_ENSG00000242537	0	0	0	0
ENSG00000242539	0	0	0	0
ENSG00000242540	0	15.31	0	0
ENSG00000242545	0	0	0	0
RN7SL169P_ENSG00000242547	0	0	0	0
SERPINB10	0	0	0	0
POU5F1P6_ENSG00000242551	0	0	0	0
MRPL42P4_ENSG00000242552	0	0	0	0
ENSG00000242553	0	19	0	0
RN7SL144P_ENSG00000242559	0	0	0	0
RN7SL797P_ENSG00000242560	0	0	0	0
ATP5MGP5_ENSG00000242561	0	0	0	0
DCAF13P1_ENSG00000242562	0	0	0	0
RN7SL372P_ENSG00000242565	0	0	0	0
ENSG00000242568	0	0	0	0
RPL21P11_ENSG00000242571	0	0	0	0
ACTR3P3_ENSG00000242573	0	0	0	0
HLA-DMB	55.6	0	0	0
TUBAP13_ENSG00000242575	0	0	0	0
ENSG00000242578	0	0	0	0
IGKV1D-43	0	0	0	0
KMT5AP3_ENSG00000242583	46.95	0	0	0
HYDINP1_ENSG00000242586	0	0	0	0
ENSG00000242588	2.99	1.39	0	0
ENSG00000242590	0	0	0	0
ENSG00000242593	8.55	0	0	0
RPL26P26_ENSG00000242595	0	0	0	0
MED28P8_ENSG00000242598	0	0	0	0
CSAG4_ENSG00000242599	0	0	0	0
MBL1P_ENSG00000242600	0	0	0	0
RPL35AP13_ENSG00000242602	0	0	0	0
RPS3AP34_ENSG00000242607	0	0	0	0
RPS23P5_ENSG00000242608	0	0	0	0
CCDC137P1_ENSG00000242609	0	0	0	0
OR5BH1P_ENSG00000242610	0	0	0	0
ENSG00000242611	0	0	0	0
DECR2	0	0	0	0
PPDPFP1_ENSG00000242613	0	0	0	0
RN7SL164P_ENSG00000242614	0	0	0	0
RPL17P47_ENSG00000242615	0	0	0	0
GNG10	0	24.59	0	62.13
ENSG00000242618	0	0	0	0
AC092910.3	0	0	0	36.02
ENSG00000242628	0	0	0	0
RPS24P16_ENSG00000242634	0	0	0	0
RPS14P7_ENSG00000242635	0	0	0	0
RPL21P129_ENSG00000242636	0	0	0	0
RN7SL294P_ENSG00000242638	0	0	0	0
RPS29P11_ENSG00000242640	0	0	0	0
LINC00971	0	0	0	0
RN7SL292P_ENSG00000242650	0	0	0	0
RN7SL862P_ENSG00000242651	0	0	0	0
RN7SL132P_ENSG00000242653	0	0	0	0
RPL32P14_ENSG00000242654	0	0	0	0
RN7SL581P_ENSG00000242657	0	0	0	0
ENSG00000242659	0	0	0	0
ENSG00000242660	0	0	0	0
RPS3AP43_ENSG00000242661	0	0	0	0
ENSG00000242667	0	0	0	0
RN7SL317P_ENSG00000242668	0	0	0	0
RPL22P13_ENSG00000242670	0	0	0	0
LINC02010	0	0	0	0
RN7SL167P_ENSG00000242673	0	0	0	0
RPS16P9_ENSG00000242675	0	0	0	0
RPL12P21_ENSG00000242683	0	0	0	0
AC107464.1	0	0	0	0
RN7SL304P_ENSG00000242688	0	0	0	0
CNTF	0	0	0	0
RPS27AP1_ENSG00000242692	0	0	0	0
RN7SL40P_ENSG00000242696	0	0	0	0
RPL5P12_ENSG00000242697	68.91	0	0	0
RN7SL516P_ENSG00000242699	0	0	0	0
CCT4P1_ENSG00000242703	0	0	0	0
ICE2P2_ENSG00000242705	2.32	0	0	0
RPS27AP9_ENSG00000242706	0	0	0	0
RN7SL362P_ENSG00000242707	0	0	0	0
RPL30P9_ENSG00000242709	0	0	0	0
CCDC169	0	0	0	0
RN7SL806P_ENSG00000242719	0	0	0	0
ENSG00000242727	0	0	0	0
UQCRHP4_ENSG00000242728	0	0	0	0
ENSG00000242729	0	0	0	0
FAM86LP_ENSG00000242731	0	0	0	0
RTL5	1.34	0	0	0
RPSAP26_ENSG00000242735	0	0	0	0
TRBV1	0	0	0	0
ENSG00000242737	0	0	0	0
LINC02005	19.43	0	0	0
RPL21P14_ENSG00000242747	0	0	0	0
RPL23AP81_ENSG00000242748	0	0	0	0
NMTRQ-TTG12-1_ENSG00000242752	0	0	0	0
ENSG00000242753	0	0	0	0
RHOT1P3_ENSG00000242756	0	0	0	0
ENSG00000242757	0	0	0	0
LINC00882	0	1.28	0	118.22
RN7SL824P_ENSG00000242764	0	0	0	0
IGKV1D-17	0	0	0	0
ZBTB20-AS4	0	0	0	0
RPL31P25_ENSG00000242768	0	0	0	0
RN7SL432P_ENSG00000242769	0	0	0	0
CD200R1L-AS1	0	2.26	0	0
TRBV5-2	0	0	0	0
ENSG00000242775	0	0	0	0
ZNF702P_ENSG00000242779	0	0	0	0
LINC02050	0	0	0	0
ENSG00000242790	0	0	0	0
AC117395.1	0	0	0	0
ENSG00000242793	0	0	0	0
RN7SL299P_ENSG00000242794	0	0	0	0
ENSG00000242795	0	0	0	0
