GeneSymbol	D4_ISO1_LP_1	D4_ISO1_LP_2	D4_INT_LP_PI_1	D4_INT_LP_PI_2	D4_INT_LP_LPS_1	D4_INT_LP_LPS_2	D4_INT_LP_5OP_1	D4_INT_LP_5OP_2	D4_INT_LP_C_1	D4_INT_LP_C_2	D4_ISO6_LP_1	D4_ISO6_LP_2
PRELID3BP1_ENSG00000226226	0	0	0	0	0	0	0	0	0	0	0	0
RPLP0P1_ENSG00000226229	0	0	0	0	0	0	0	0	0	0	0	0
UFC1P1_ENSG00000226230	0	0	0	0	0	0	0	0	0	0	0	0
NPIPB14P_ENSG00000226232	0	0	0	0	54.89	0	0	0	0	0	0	0
ENSG00000226233	0	0	0	0	0	0	0	0	0	0	0	0
KRT18P24_ENSG00000226234	0	0	0	0	0	0	0	0	0	0	0	0
LEMD1-AS1	0	0	0	0	24.39	0	0	0	0	0	0	0
GAS1RR	0	0	0	0	0	0	0	0	0.03	0	0	0
ENSG00000226238	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226239	0	0	0	0	60.88	0	24.79	0.03	0	0	0	2.83
LINC00381	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226241	0	0	0	0	0	0	0	0	0	0	0	0
RPS17P8_ENSG00000226242	0	0	0	0	0	0	0	0	0	0	0	0
RPL37AP1_ENSG00000226243	0	0	0	0	0	0	0	0	0	0	0	0
ZNF32-AS1	0	0	0	0	0	0	0	0	0	0	0	0
KRT18P36_ENSG00000226246	0	0	0	0	0	0	0	0	0	17.55	0	0
SUPT4H1P1_ENSG00000226247	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226249	0	0	0	0	0	0	0	0	0	0	0	0
LINC00408	0	0	0	0	0	0	0	0	0	18.78	0	0
LINC02608	17.69	0	0	0	23.92	0	0	0	4.82	0	0	0
ENSG00000226252	0	0	0	0	0	0	0	0	0	0	0	0
MRPL35P3_ENSG00000226253	0	0	0	0	0	0	0	0	0	0	0	0
PTP4A1P3_ENSG00000226254	0	0	0	0	0	0	0	0	0	0	0	0
UBE2V2P1_ENSG00000226255	0	0	0	0	0	0	0	0	4.53	0	0	0
GRM7-AS3	0	0	0	0	0	0	0	0	0	0	0	0
GTF2H2B_ENSG00000226259	0.42	0	0	0	0	0	0	0	0	0	0	0
PIMREGP1_ENSG00000226261	0	0	0	0	0	0	0	0	0	0	0	0
PHKBP1_ENSG00000226262	0	0	0	0	0	0	0	0	0	0	0	0
ISM1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226266	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226268	0	0	0	0	0	0	0	0	0	0	0	0
ZNF736P2Y_ENSG00000226270	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP26-AS1	0	0	0	0	0	0	0	0	0	0	0	0
STUB1P1_ENSG00000226273	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226276	0	0	0	0	0	0	0	0	0	0	0	0
PSPHP1_ENSG00000226278	0	0	0	0	0	0	0	0	0	0	0	0
RPL12P10_ENSG00000226279	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226280	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226281	0	0	0	0	236.7	0	0	0	0.04	0	0	0
ARPC3P1_ENSG00000226284	0	0	0	0	0	0	0	0	0	0	0	0
NUP35P2_ENSG00000226285	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226286	0	0	0	0	0	0	0	0	0	0	0	0
TMEM191A_ENSG00000226287	0	0	0	0	0	0	0	0	0	0	0	0
OR52I2	0	0	0	0	0	0	0	0	0	6.67	0	0
CDCA4P3_ENSG00000226289	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226291	0	0	0	0	0	0	0	0	0	0	0	0
RPS3AP10_ENSG00000226292	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226296	0	0	0	0	0	0	0	0	0	0	0	0
RPL17P14_ENSG00000226297	0	0	0	0	0	0	0	0	0	0	0	0
RAD23BP3_ENSG00000226298	0	0	0	0	0	0	0	0	0	0	0	0
RPSAP62_ENSG00000226299	0	0	0	0	0	0	0	0	0	0	0	0
PDCL3P1_ENSG00000226301	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226302	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226304	0	0	0	0	0	0	0	0	0	0	0	0
NPY6R_ENSG00000226306	0	0	0	538.72	2.15	0.06	0	0	0	0	0	0
HNRNPDLP1_ENSG00000226307	0	0	0	0	0	0	0	0.35	0	0	0	0
ENSG00000226308	0	0	0	0	0	0	0	0	0	0	0	0
SMARCE1P2_ENSG00000226309	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226310	0	0	0	0	0	0	0	0	0	0	0	0
CFLAR-AS1	34.52	0	0	0	0	0	0	0	0.14	10.86	0	0
MTCYBP12_ENSG00000226313	0	0	0	0	0	0	0	0.12	0	0	0	0
ZKSCAN8P1_ENSG00000226314	0	0	0	0	0	0	0	0.07	0	0	0	0
LINC00351	0	0	0	0	0	0	0	0	0	0	0	0
RPS3AP38_ENSG00000226318	0	0	0	0	0	0	0	0	0	0	0	0
LINC01811	0	0	0	0	40.24	0	9.23	0.09	1.01	0	0	0
CROCC2	0	0	44.38	0	0	0	0	0	0	0	0	0
ENSG00000226323	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226324	0	0	0	0	0	0	0	0	0	0	0	0
RPSAP49_ENSG00000226327	0	0	0	0	0	0	0	0	0	0	0	0
NUP50-DT	0	0	0	0	0	0.1	0	0	0	0	0	0
ENSG00000226329	0	0	0	0	0	0	0	0	0	0	0	0
AL606489.1	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP28_ENSG00000226331	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226332	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226334	0	0	0	0	0	0	0	0	0	0	0	0
MRPS16P3_ENSG00000226336	0	0	0	0	0	0	0	0	0	0	0	0
TMEM252-DT	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226338	0	0	0	0	0	0	0	0	0	0	0	0
RPS26P56_ENSG00000226339	0	0	0	0	0	0	0	0	0	0	0	0
USP8P2_ENSG00000226340	0	0	0	0	0	0	0	0	0	9.43	0	0
MTCYBP39_ENSG00000226341	0	0	0	0	0	0	0	0	0	0	0	0
NMD3P1_ENSG00000226342	0	0	0	0	0	0	0	0	0	0	0	0
CST12P_ENSG00000226344	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC1P1_ENSG00000226345	0	0	0	0	0	0	0	0	0	0	0	0
VN2R10P_ENSG00000226348	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226349	0	0	0	0	0	0	0	0	0	0	0	0
PSPC1-AS2	0	0	0	0	0	0	0	0	0	0	0	0
TAF9P1_ENSG00000226353	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226355	0	0	0	0	0	0	0	0	0	0	0	0
RPS6P20_ENSG00000226356	0	0	0	0	0	0	0	0	0	5.11	0	0
KRT8P38_ENSG00000226358	0	0	0	0	44.74	0	0	0	0	0	0	0
ACTG1P24_ENSG00000226359	0	0	0	0	0	0	0	0	2.82	0.37	0	0
RPL10AP6_ENSG00000226360	0	0	0	0	0	0	0	0	0	0	0	0
TERF1P5_ENSG00000226361	0	0	0	0	0	0	0	0	0	0	0	0
HAGLROS	0	0	0	0	0	0	0	0	0	0	0	0
LINC02089	0	0	0	0	0	0	0	0	0	0	0	0
CCDC12P1_ENSG00000226366	0	0	0	0	0	0	0	0	0	0	0	0
ST7-AS2	2.7	0	0	0	0	0	0	0	0	0	0	0
USP9YP11_ENSG00000226369	0	0	0	0	0	0	0	0	0	0	0	0
LINC00375	0	0	0	0	0	0	0	0	0	0	0	0
DCAF8L1	0	0	0	0	0	0	0	0	0	8.96	0	0
LINC01345	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226375	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226376	0	0	0	0	0	0	0	0	0	0	0	0
LINC01876	0	0	0	0	0	0	0	9.33	0	1.99	0	0
PARD3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SORCS3-AS1	0	0	0	0	0	0	0	0	2.27	0	0	0
ELL2P4_ENSG00000226388	0	0	0	0	0	0	0	0	0	0	0	0
MAPK6P6_ENSG00000226389	0	0	0	0	0	0	0	0	0	22.75	0	0
AL353658.1	0	0	0	0	0	0	0	0	0	0	0	0
MTATP6P21_ENSG00000226392	0	0	0	0	0	0	0	0	0	0	0	0
IFNA20P_ENSG00000226393	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226394	0	0	0	0	0	0	0	0	0	0	0	0
MRPS21P5_ENSG00000226395	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226396	0	0	0	0	0	0	0	0	0	0	0	0
C12orf77	0	0	0	0	0	0	0	0.09	22.65	0.18	0	0
ENSG00000226398	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226400	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226401	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226405	0	0	0	0	0	0	0	0	0	0	0	0
RBMX2P1_ENSG00000226406	0	0	0	0	0	0	0	0	0	0	0	0
RPL23P11_ENSG00000226407	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226409	0	0	0	0	15.9	0	0	0	0	2.62	0	0
ENSG00000226410	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226411	0	0	0	0	0	0	0	0	0	0	0	0
LINC02628	0	0	0	0	0	0	0	0	0	0	0	0
OR8T1P_ENSG00000226413	0	0	0	0	0	0	0	0	0	0	0	0
MTCYBP38_ENSG00000226414	0	0	0	0	0	0	0	0	0	0	0	0
TPI1P1_ENSG00000226415	1.2	0	0	0	0	0	0	0	0	0	0	0.25
MRPL23-AS1	0	0	0	0	0	0	0	0	0	2.44	0	0
SLC16A1-AS1	0.68	0	0	0	0	0	0	0.01	0.76	6.11	9.05	0
IGLV3-4	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A5P5_ENSG00000226421	0	0	0	0	0	0	0	47.48	0	0	0	0
ENSG00000226423	0	0	0	0	0	0	0	0	0	11.79	0	0
AL358613.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226426	0	0	0	0	0	0	0	0	0	0	0	0
HMGN2P7_ENSG00000226427	0	0	0	0	0	0	0	0	0	0	0	0
RPL15P13_ENSG00000226428	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226429	0	0	0	0	0	0	0	0	0	0	0	0
USP17L7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226431	0	0	0	0	0	0	0	0	0	0	0	0
AKTIPP2_ENSG00000226432	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226433	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD18DP_ENSG00000226435	0	0	0	0	0	0	0	0	0	0	0	0
H3P43_ENSG00000226436	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226438	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226439	0	0	0	0	86.48	0	0	0	0	0	0	0
AL365214.2	0	0	0	18.21	0	0	0	0	0	0	0	0
PLCL2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226442	0	0	0	0	0	0	0	0	0	0	0	0
GAPDHP32_ENSG00000226443	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP7_ENSG00000226444	0	0	0	0	134	0	0	0	0	0	0	0
BX322234.1	0	0	0	0	0	0	0	0	0.02	3.5	0.37	0
NOTCH2P1_ENSG00000226446	0	0	0	0	0	0	0	0	0	0	0	0
ZNF25-DT	0	0	0	0	0	0	0	0	0	0	0	0
RPL7AP51_ENSG00000226448	0	0	0	0	0	0	0	0	0	0	0	0
CDY5P_ENSG00000226449	0	0	0	0	0	0	0	0	0	0	0	0
CYP2D8P_ENSG00000226450	0.01	0	0	0	0	0	0	0	0	0	0	0
LINC02542	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226454	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226455	0	0	0	0	0	0	0	0	0	0	0	0
RPL22P3_ENSG00000226457	0	0	0	0	0	0	0	0	0	0	0	0
OR10G5P_ENSG00000226461	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226465	40.9	0	0	0	0	0	0	0	0	0	0	0
RPA2P2_ENSG00000226466	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226468	0	0	0	0	0	0	25.76	0	0	0	0	0
ADAM1B_ENSG00000226469	0	0	0	0	0	0	0	0	0	0	0	0
RPS29P33_ENSG00000226470	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226471	0	0	0	0	0	0	0	0	1.43	0	0	0
ENSG00000226472	0	0	0	0	0	0	0	0	0	0	0	0
PPIAP62_ENSG00000226473	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226474	0	0	0	0	0	0	0	0	0	0	0	0
LINC01748	0.01	0	0.22	0	0	2.2	0	16.29	1.4	16.61	0	0
ENSG00000226477	0	0	0	0	0	0	0	0	0	0	0	0
UPF3AP1_ENSG00000226478	2.69	0	0	0	0	0	0	25.59	0.15	40.09	0	0
TMEM185B	0	0	0.14	0	0	0	0	0	0	0	0	1.86
OR7H1P_ENSG00000226480	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP2_ENSG00000226481	0	0	0.34	0	0	0	0	0	0	1.23	0	0
ADIPOQ-AS1	0	0	6.62	0	0	0	0	0	0.01	0	0	0
RPL7L1P21_ENSG00000226483	0	0	0	0	75.06	0	0	30.51	0	0	0	0
ENSG00000226484	0	0	0	0	0	0	0	0	0	0	0	0
RBM22P3_ENSG00000226485	0	0	0	0	49.47	0	0	0	0	0	0	0
LINC01035	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226487	0	0	0	0	0	0	0	0	0	0	0	0
LINC01824	0	0	0	0	0	0	0	0	0	0	0	0
RPL36AP17_ENSG00000226489	0	0	0	0	0	0	0	0	0	0	0	0
AC138647.1	0	0	0	0	0	0	0	0	0	0	0	0
FTOP1_ENSG00000226491	0	0	0	0	0	0	0	0	0	0	0	0
RPL26P27_ENSG00000226493	0	0	0	0	0	0	0	0	0	0	0	0
LINC00323	0	0	0	7.89	13.49	0	0	0	0	0	0	0
LINC02549	0	0	0	0	0	0	0	0	0	0	0	0
RPSAP21_ENSG00000226498	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226499	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226500	0	0	0	0	0	0	0	0	0	0	0	0
USF1P1_ENSG00000226501	0	0	0	0	0	0	0	0	0	0	0	0
KRT8P27_ENSG00000226502	0	0	0	0	0	0	0	0	0	0	0	0
TMEM167AP1_ENSG00000226504	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226506	0	0	0	0	0	0	0	0	0	0	0	0
IPMKP1_ENSG00000226507	0	0	0	0	0	0	0	0	0	0	0	0
LINC01918	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226509	0	0	0	0	0	0	0	0	0	332.29	0	0
UPK1A-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226515	0	0	0	0	0	0	0	0	0	0	0	0
FAM138B	0	0	0	0	0	0	0	0	0	0.26	0	0
LINC00390	0	0	8.07	0	0	0	0	0	0	0	18.45	0
KIRREL1-IT1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226521	0	0	0	0	0	0	0	0	0	0	0	0
AC004994.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226523	0	0	0	0	0	0	0	0	0	0	0	0
RPS7P10_ENSG00000226525	0.05	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226526	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226527	0	0	0	0	0	0	0	0	0	4.06	0	0
MTND1P1_ENSG00000226529	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226530	0	0	0	0	0	0	0	0	0.13	1.55	0	0
ENSG00000226532	0	0	0	0	0	0	0	0	0	0	0	0
BTBD9-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226534	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226535	0	0	0	0	0	0	0	0	0	0	0	0
SETP15_ENSG00000226536	0	0	0	0	0	0	0	0	0	0	0	0
OR7E33P_ENSG00000226537	0	0	0	0	0	0	0	0	0	0	0	0
MLXP1_ENSG00000226539	0	0	0	0	0	0.11	0	0	0	0	0	0
GAPDHP73_ENSG00000226540	0	0	0	0	0	0	0	0	0	0	0	0
RPL36P10_ENSG00000226541	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226542	0	0	0	0	0	0	0	0	0	0	0	0
MYL6P1_ENSG00000226543	0	0	0	0	0	0	0	0	0	0	0	0
RPL7P22_ENSG00000226544	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226545	0	0	0	0	0	0	0	0	0	0	0	0
SSU72P1_ENSG00000226547	0	0	0	0	0	0	0	0	0	0.7	0	0
ENSG00000226548	0	0	0	0	0	0	0	0	0	0	0	0
SCDP1_ENSG00000226549	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226552	0	0	0	0	0	0	0	0	0	0	0	0
IMPDH1P7_ENSG00000226553	0	0	0	0	0	0	0	0	0	0	0	0
MTCL1P1_ENSG00000226554	0	0	0	0	0	0	0	0	0	0	0	0
AGKP1_ENSG00000226555	0	0	0	0	0	0	0	0	0	0	0	0
NPM1P49_ENSG00000226556	0	0	0	0	0	0	0	0	0	0	0	0
TRAF6P1_ENSG00000226557	0	0	0	0	0	0	0	0	0.03	0	0	0
ENSG00000226558	0	0	0	0	0	0	0	0	0	0	0	0
CYP4F26P	0	0	0	0	391.27	0	0	0	0	0	0	5.47
FTH1P20_ENSG00000226564	0.06	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226565	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226566	0	0	0	0	0	0	0	0	0	0	0	0
LINC00606	0	0	0	0	12.04	0	0	0	0	4.31	0	0
ENSG00000226570	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226571	0	0	0	0	0	0	0	0	0	0	0	0
SNORD57_ENSG00000226572	0	0	0	0	0	0	0	0	0	0	0	0
RPL36P17_ENSG00000226573	0	0	0	0	16.37	0	0	0	0	0	0	0
ENSG00000226576	0	0	0	0	0	0	0	0	0	0	0	0
MICC_ENSG00000226577	0	0	0	0	0	0	0	0	1.74	0	0	0
ENSG00000226578	0	0	0	0	0	0	0	0	0	0	0	0
MTCYBP31_ENSG00000226579	0	0	0	0	0	0	0	0	0	0	0	0
RPL39P40_ENSG00000226580	0	0	0	0	0	0	0	0	0	0	0	0
LINC02848	0	0	0	0	0	0	0	0.09	0	0.71	0	0
UBE2V1P5_ENSG00000226582	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226587	0	0	0	0	0	0	0	0	0	0	0	0
UBE2V1P10_ENSG00000226590	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226592	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226594	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226595	0	0	0	0	0	0	0	0	0	0	0	0
IFNWP9_ENSG00000226597	0	0	0	0	60.09	0	0	0	0	0	0	0
ENSG00000226599	0	0	0	0	0	0	0	0	0	0	0	0
CT47A9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226601	0	0	0	0	0	0	0	0	0	0	0	0
PAPPA-AS2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226605	0	0	0	0	0	0	0	0	0	0	0	0
FTLP3_ENSG00000226608	0	0	0	0	0	0	0	0	0.88	0	0.55	0
AL390067.1	0	0	0	0	0	0	0	0	0	0	0	0
OFD1P2Y_ENSG00000226611	0	0	0	0	0	0	0	0	0	0	0	0
OR52M2P_ENSG00000226616	0	0	0	0	0	0	0	0	0	0	0	0
RPL21P110_ENSG00000226617	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226619	0	0	0	0	0	0	0	0	0	0	0	0
LINC00343	0	0	0	0	31.23	0	14.28	0	0.17	4.83	0	0
RPL13AP27_ENSG00000226621	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226622	0	0	0	0	0	0	0	0	0.9	5.72	0	0
RPL13AP16_ENSG00000226624	0	0	0	0	0	0	0	0	0	81.97	0	0
RBM17P1_ENSG00000226625	0	0	0	0	0	0	0	0	0	0	0	0
NOP56P2_ENSG00000226626	0	0	0	0	0	0	0	0	0	0	0	0
SHANK2-AS1	0	0	0	0	0	0	0	1.16	0.02	19.55	0	0
LINC00974	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A3P3_ENSG00000226631	0	0	0	0	0	0	0	0	0	0	0	0
UBE2V1P1_ENSG00000226632	0	0	0	0	0	0	0	0	0	0	0	0
PPIAP28_ENSG00000226633	0	0	0	0	6.85	0	0	0.43	0	0	0	0
ENSG00000226636	0	0	0	0	0	0	0	0	0	9.62	0	0
ENSG00000226640	0	0	0	0	0	0	0	0	0	0	0	0
SHISA5P1_ENSG00000226641	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1P12_ENSG00000226642	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226643	0	0	0	0	0	0	0	0	0	0	0	0
AL121899.1	0	0	0	0	0	0	0	0	0	0	0	0
AP006216.1	0	0	0	0	0	0	0	0	0	0	0	0
RPL7P37_ENSG00000226646	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226647	3.53	0	0	0	62.2	0	0	0	0	0	0	0
PLCG1-AS1	0	0	0	0	0	0	0	11.26	0	11.51	0.05	1.91
ENSG00000226649	0	0	0	0	0	0	0	0	0	0	0	0
KIF4B	0	0	0	0	2.35	0	0	0	0	0	0	0
PSMD10P2_ENSG00000226652	0	0	0	0	0	0	0	0	0	0	0	0
OR13Z1P_ENSG00000226653	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226655	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP30_ENSG00000226658	0	0	0	0	0	0	0	0	0	0	0	0
AC021028.1	0	0	0	0	0	0	0	0	0	0	0	0
TRBV2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226661	0	0	0	0	0	0	0	0	0	0	0	0
CHMP1AP1_ENSG00000226662	0	0	0	0	0	0	0	0	0	0	0	0
MTND4P10_ENSG00000226663	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226664	0	0	0	0	0	0	0	0	0	0	0	0
SSR1P2_ENSG00000226665	0	0	0	0	0	0	0	0	0	54.42	0	0
HSPA9P1_ENSG00000226666	0	0	0	0	0	0	0	0	0	10.62	0	0
ENSG00000226668	0	0	0	0	0	0	0	6.95	0	0	0	0
ENSG00000226669	0	0	0	0	0	0	0	0	0	0	0	0
BCAS2P3_ENSG00000226670	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226671	0	0	0	0	0	0	0	0	0	0	0	0
LINC01108	0	0	0	0	0	0	0	0	0	0	0	0
TEX41	0.61	0	0	0.87	31.39	0	9.25	0	1.82	0	0	0
LINC02679	0	0	0	0	0	0	0	0	0	0	0	0
IGBP1P1_ENSG00000226677	0	0	0	205.53	0	0	0	0	0.06	0	0	0
ENSG00000226679	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226680	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226681	0	0	0	0	0	0	0	0	0	0	0	0
PWWP2AP1_ENSG00000226683	0	0	0	0.19	101.51	0	0	0	0	0	0	0
CT47A12	0	0	0	0	52.93	0	0	0	0	3.28	0	0
LINC01535	0	0	0	0	0	0	0	0	0	0	0	0
ENTPD1-AS1	7	0	24.02	0	20.09	0	16.8	15.9	0.03	3.86	0	3.51
ENSG00000226690	0	0	0	0	0	0	0	0.06	0	14.74	0	0
NXNP1_ENSG00000226693	0	0	60.68	0	0	0	0	0	1.64	0	0	0
ENSG00000226694	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A10P_ENSG00000226695	0	0	0	0	28.4	0	0	0	0	0	0	0
LENG8-AS1	0	0	0	0	0	0	0	0	0	0	2.26	0
ENSG00000226698	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226699	0	0	0	0	0	0	0	0	0	0	0	0
MTND4P25_ENSG00000226700	0	0	0	0	0	0	0	0	0	0	0	0
RPL15P14_ENSG00000226701	0	0	0	0	0	0	0	0	0	0	0	0
MIR217HG	0	0	0	0	0	0	0	0	0.06	0	0	0
NPM1P4_ENSG00000226703	0	0	0	0	0	0	0	0	0	0	0	0
SDCBPP1_ENSG00000226705	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226706	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226707	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226708	0	0	0	0	0	0	0	0	0	0	0	0
FGF12-AS3	0	0	0	0	0	0	0	0	0	0	0	0
FAM66C	0	0	8.85	0	44.47	0	0	0	0.03	0	0	0
LINC01709	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226716	0	0	0	0	0	0	0	0	0	0	0	0
PTPRD-AS2	0	0	0	0	0	0	0	0	0	8	0	0
SNRPGP8_ENSG00000226718	0	0	0	0	0	0	0	0	0	0	0	0
EEF1DP2_ENSG00000226721	0	0	0	0	0	0	12.96	0	0	28.14	0	0
LINC00424	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226723	0	0	0	0	0	0	0	0	0	0	0	0
HRGP2_ENSG00000226724	0	0	0	0	0	0	0	0	0	0	0	0
PABPC1L2B-AS1	0	0	0	0	0	0	0	0	0	0	0	0
TMEM256P2_ENSG00000226726	0	0	0	0	0	0	0	0	0	0	0	0
RPL35AP30_ENSG00000226729	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226733	0	0	0	0	86.59	0	0	0	0	18.44	0	0
SNRPGP12_ENSG00000226734	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226739	0	0	0	0	0	0	0	0	0	0	0	0
LINC02554	0	0	0	0	0	0	0	19	0	9	0	0
HSBP1L1	0.03	0	0	0	0	0	0	0	0	12.37	0	0
ENSG00000226744	0	0	0	0	0	0	0	0	0	0	0	0
OAZ1P1_ENSG00000226745	0	0	0	0	0	0	0	0	0	0	0	0
SMCR5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226750	0	0	0	0	0	0	0	0	0	0	0	0
CUTALP_ENSG00000226752	0	0	0	0	0	0	0	0	0	0	0	0
FOXN3P2_ENSG00000226753	0	0	0	0	0	0	0	0	0	0	0	0
AL606760.1	0	0	0	0	0	0	0	0	1.54	0	0	0
VPS25P1_ENSG00000226755	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226756	0	0	0	0	0	0	0	0	0	0	0	0
AC079341.1	0	0	0	0	0	1.69	0	0	0	0	0	0
DISC1-IT1	0	0	0	0	6.98	0	0	0	0	0	0	0
DAB1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R46	0	0	0	0	29.58	0	0	0	0	0	0	0
LINC02668	0	0	0	0	0	0	0	0.04	0	6.15	0	0
SRRM5	0	0	0	0	0	0	0	0	0	0	2.49	0
ENSG00000226764	0	0	0	0	0	0	0	0	0	0	0	0
RPSAP33_ENSG00000226765	0	0	0	0	0	0	0	0	0	0	0	0
FABP7P1_ENSG00000226766	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226767	0	0	0	0	0	0	0	0	0	0	0	0
GAPDHP54_ENSG00000226769	0	0	0	0	0	0	0	0	0	0	0	0
AC000124.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226771	0	0	0	0	0	0	0	0	0	0	0	0
